hgnc_symbol,uniprot_gn_id,uniprot_gn_symbol,go_id,namespace_1003,name_1006,go_meaning
ALG6,A0A3B3ITI5,ALG6,GO:0016757,molecular_function,glycosyltransferase activity,glycosyltransferase activity
ALG6,A0A3B3ITI5,ALG6,GO:0016758,molecular_function,hexosyltransferase activity,hexosyltransferase activity
ALG6,A0A3B3ITI5,ALG6,GO:0006486,biological_process,protein glycosylation,protein glycosylation
ALG6,A0A3B3ITI5,ALG6,GO:0042281,molecular_function,"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
ALG6,A0A3B3ITI5,ALG6,GO:0006490,biological_process,oligosaccharide-lipid intermediate biosynthetic process,oligosaccharide-lipid intermediate biosynthetic process
ALG6,A0A3B3ITI5,ALG6,GO:0006487,biological_process,protein N-linked glycosylation,protein N-linked glycosylation
ALG6,A0A3B3ITI5,ALG6,GO:0046527,molecular_function,glucosyltransferase activity,glucosyltransferase activity
ALG6,A0A3B3ITI5,ALG6,GO:0006488,biological_process,dolichol-linked oligosaccharide biosynthetic process,dolichol-linked oligosaccharide biosynthetic process
ALG6,A0A3B3ITI5,ALG6,GO:0004583,molecular_function,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
ALG6,A0A3B3IS62,ALG6,GO:0016020,cellular_component,membrane,membrane
ALG6,A0A3B3IS62,ALG6,GO:0005783,cellular_component,endoplasmic reticulum,endoplasmic reticulum
ALG6,A0A3B3IS62,ALG6,GO:0005789,cellular_component,endoplasmic reticulum membrane,endoplasmic reticulum membrane
ALG6,A0A3B3IS62,ALG6,GO:0016740,molecular_function,transferase activity,transferase activity
ALG6,A0A3B3IS62,ALG6,GO:0016757,molecular_function,glycosyltransferase activity,glycosyltransferase activity
ALG6,A0A3B3IS62,ALG6,GO:0016758,molecular_function,hexosyltransferase activity,hexosyltransferase activity
ALG6,A0A3B3IS62,ALG6,GO:0006486,biological_process,protein glycosylation,protein glycosylation
ALG6,A0A3B3IS62,ALG6,GO:0042281,molecular_function,"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
ALG6,A0A3B3IS62,ALG6,GO:0006490,biological_process,oligosaccharide-lipid intermediate biosynthetic process,oligosaccharide-lipid intermediate biosynthetic process
ALG6,A0A3B3IS62,ALG6,GO:0006487,biological_process,protein N-linked glycosylation,protein N-linked glycosylation
ALG6,A0A3B3IS62,ALG6,GO:0046527,molecular_function,glucosyltransferase activity,glucosyltransferase activity
ALG6,A0A3B3IS62,ALG6,GO:0006488,biological_process,dolichol-linked oligosaccharide biosynthetic process,dolichol-linked oligosaccharide biosynthetic process
ALG6,A0A3B3IS62,ALG6,GO:0004583,molecular_function,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
ALG6,R4GMS5,ALG6,GO:0016020,cellular_component,membrane,membrane
ALG6,R4GMS5,ALG6,GO:0005783,cellular_component,endoplasmic reticulum,endoplasmic reticulum
ALG6,R4GMS5,ALG6,GO:0005789,cellular_component,endoplasmic reticulum membrane,endoplasmic reticulum membrane
ALG6,R4GMS5,ALG6,GO:0016740,molecular_function,transferase activity,transferase activity
ALG6,R4GMS5,ALG6,GO:0016757,molecular_function,glycosyltransferase activity,glycosyltransferase activity
ALG6,R4GMS5,ALG6,GO:0016758,molecular_function,hexosyltransferase activity,hexosyltransferase activity
ALG6,R4GMS5,ALG6,GO:0006486,biological_process,protein glycosylation,protein glycosylation
ALG6,R4GMS5,ALG6,GO:0042281,molecular_function,"dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
ALG6,R4GMS5,ALG6,GO:0006490,biological_process,oligosaccharide-lipid intermediate biosynthetic process,oligosaccharide-lipid intermediate biosynthetic process
ALG6,R4GMS5,ALG6,GO:0006487,biological_process,protein N-linked glycosylation,protein N-linked glycosylation
ALG6,R4GMS5,ALG6,GO:0046527,molecular_function,glucosyltransferase activity,glucosyltransferase activity
ALG6,R4GMS5,ALG6,GO:0006488,biological_process,dolichol-linked oligosaccharide biosynthetic process,dolichol-linked oligosaccharide biosynthetic process
ALG6,R4GMS5,ALG6,GO:0004583,molecular_function,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
ALG8,E9PKA5,ALG8,GO:0016758,molecular_function,hexosyltransferase activity,hexosyltransferase activity
ALG8,E9PKA5,ALG8,GO:0016020,cellular_component,membrane,membrane
ALG8,E9PKA5,ALG8,GO:0005783,cellular_component,endoplasmic reticulum,endoplasmic reticulum
ALG8,E9PKA5,ALG8,GO:0005789,cellular_component,endoplasmic reticulum membrane,endoplasmic reticulum membrane
ALG8,E9PKA5,ALG8,GO:0016740,molecular_function,transferase activity,transferase activity
ALG8,E9PKA5,ALG8,GO:0016757,molecular_function,glycosyltransferase activity,glycosyltransferase activity
ALG8,E9PKA5,ALG8,GO:0006486,biological_process,protein glycosylation,protein glycosylation
ALG8,E9PKA5,ALG8,GO:0042283,molecular_function,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
ALG8,E9PKA5,ALG8,GO:0005515,molecular_function,protein binding,protein binding
ALG8,E9PKA5,ALG8,GO:0018279,biological_process,protein N-linked glycosylation via asparagine,protein N-linked glycosylation via asparagine
ALG8,E9PKA5,ALG8,GO:0006487,biological_process,protein N-linked glycosylation,protein N-linked glycosylation
ALG8,E9PKA5,ALG8,GO:0006490,biological_process,oligosaccharide-lipid intermediate biosynthetic process,oligosaccharide-lipid intermediate biosynthetic process
ALG8,E9PKA5,ALG8,GO:0000033,molecular_function,"alpha-1,3-mannosyltransferase activity","alpha-1,3-mannosyltransferase activity"
ALG8,E9PKA5,ALG8,GO:0006488,biological_process,dolichol-linked oligosaccharide biosynthetic process,dolichol-linked oligosaccharide biosynthetic process
ALG8,E9PKA5,ALG8,GO:0004583,molecular_function,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
ALG8,A0A7P0T9H4,ALG8,GO:0016758,molecular_function,hexosyltransferase activity,hexosyltransferase activity
ALG8,A0A7P0T9H4,ALG8,GO:0016020,cellular_component,membrane,membrane
ALG8,A0A7P0T9H4,ALG8,GO:0005783,cellular_component,endoplasmic reticulum,endoplasmic reticulum
ALG8,A0A7P0T9H4,ALG8,GO:0005789,cellular_component,endoplasmic reticulum membrane,endoplasmic reticulum membrane
ALG8,A0A7P0T9H4,ALG8,GO:0016740,molecular_function,transferase activity,transferase activity
ALG8,A0A7P0T9H4,ALG8,GO:0016757,molecular_function,glycosyltransferase activity,glycosyltransferase activity
ALG8,A0A7P0T9H4,ALG8,GO:0006486,biological_process,protein glycosylation,protein glycosylation
ALG8,A0A7P0T9H4,ALG8,GO:0042283,molecular_function,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
ALG8,A0A7P0T9H4,ALG8,GO:0005515,molecular_function,protein binding,protein binding
ALG8,A0A7P0T9H4,ALG8,GO:0018279,biological_process,protein N-linked glycosylation via asparagine,protein N-linked glycosylation via asparagine
ALG8,A0A7P0T9H4,ALG8,GO:0006487,biological_process,protein N-linked glycosylation,protein N-linked glycosylation
ALG8,A0A7P0T9H4,ALG8,GO:0006490,biological_process,oligosaccharide-lipid intermediate biosynthetic process,oligosaccharide-lipid intermediate biosynthetic process
ALG8,A0A7P0T9H4,ALG8,GO:0000033,molecular_function,"alpha-1,3-mannosyltransferase activity","alpha-1,3-mannosyltransferase activity"
ALG8,A0A7P0T9H4,ALG8,GO:0006488,biological_process,dolichol-linked oligosaccharide biosynthetic process,dolichol-linked oligosaccharide biosynthetic process
ALG8,A0A7P0T9H4,ALG8,GO:0004583,molecular_function,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
ALG8,A0A7P0T9J9,ALG8,GO:0016758,molecular_function,hexosyltransferase activity,hexosyltransferase activity
ALG8,A0A7P0T9J9,ALG8,GO:0016020,cellular_component,membrane,membrane
ALG8,A0A7P0T9J9,ALG8,GO:0005783,cellular_component,endoplasmic reticulum,endoplasmic reticulum
ALG8,A0A7P0T9J9,ALG8,GO:0005789,cellular_component,endoplasmic reticulum membrane,endoplasmic reticulum membrane
ALG8,A0A7P0T9J9,ALG8,GO:0016740,molecular_function,transferase activity,transferase activity
ALG8,A0A7P0T9J9,ALG8,GO:0016757,molecular_function,glycosyltransferase activity,glycosyltransferase activity
ALG8,A0A7P0T9J9,ALG8,GO:0006486,biological_process,protein glycosylation,protein glycosylation
ALG8,A0A7P0T9J9,ALG8,GO:0042283,molecular_function,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
ALG8,A0A7P0T9J9,ALG8,GO:0005515,molecular_function,protein binding,protein binding
ALG8,A0A7P0T9J9,ALG8,GO:0018279,biological_process,protein N-linked glycosylation via asparagine,protein N-linked glycosylation via asparagine
ALG8,A0A7P0T9J9,ALG8,GO:0006487,biological_process,protein N-linked glycosylation,protein N-linked glycosylation
ALG8,A0A7P0T9J9,ALG8,GO:0006490,biological_process,oligosaccharide-lipid intermediate biosynthetic process,oligosaccharide-lipid intermediate biosynthetic process
ALG8,A0A7P0T9J9,ALG8,GO:0000033,molecular_function,"alpha-1,3-mannosyltransferase activity","alpha-1,3-mannosyltransferase activity"
ALG8,A0A7P0T9J9,ALG8,GO:0006488,biological_process,dolichol-linked oligosaccharide biosynthetic process,dolichol-linked oligosaccharide biosynthetic process
ALG8,A0A7P0T9J9,ALG8,GO:0004583,molecular_function,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
ALG8,A0A7P0T9F4,ALG8,GO:0016758,molecular_function,hexosyltransferase activity,hexosyltransferase activity
ALG8,A0A7P0T9F4,ALG8,GO:0016020,cellular_component,membrane,membrane
ALG8,A0A7P0T9F4,ALG8,GO:0005783,cellular_component,endoplasmic reticulum,endoplasmic reticulum
ALG8,A0A7P0T9F4,ALG8,GO:0005789,cellular_component,endoplasmic reticulum membrane,endoplasmic reticulum membrane
ALG8,A0A7P0T9F4,ALG8,GO:0016740,molecular_function,transferase activity,transferase activity
ALG8,A0A7P0T9F4,ALG8,GO:0016757,molecular_function,glycosyltransferase activity,glycosyltransferase activity
ALG8,A0A7P0T9F4,ALG8,GO:0006486,biological_process,protein glycosylation,protein glycosylation
ALG8,A0A7P0T9F4,ALG8,GO:0042283,molecular_function,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
ALG8,A0A7P0T9F4,ALG8,GO:0005515,molecular_function,protein binding,protein binding
ALG8,A0A7P0T9F4,ALG8,GO:0018279,biological_process,protein N-linked glycosylation via asparagine,protein N-linked glycosylation via asparagine
ALG8,A0A7P0T9F4,ALG8,GO:0006487,biological_process,protein N-linked glycosylation,protein N-linked glycosylation
ALG8,A0A7P0T9F4,ALG8,GO:0006490,biological_process,oligosaccharide-lipid intermediate biosynthetic process,oligosaccharide-lipid intermediate biosynthetic process
ALG8,A0A7P0T9F4,ALG8,GO:0000033,molecular_function,"alpha-1,3-mannosyltransferase activity","alpha-1,3-mannosyltransferase activity"
ALG8,A0A7P0T9F4,ALG8,GO:0006488,biological_process,dolichol-linked oligosaccharide biosynthetic process,dolichol-linked oligosaccharide biosynthetic process
ALG8,A0A7P0T9F4,ALG8,GO:0004583,molecular_function,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
ALG8,A0A7P0T837,ALG8,GO:0016758,molecular_function,hexosyltransferase activity,hexosyltransferase activity
ALG8,A0A7P0T837,ALG8,GO:0016020,cellular_component,membrane,membrane
ALG8,A0A7P0T837,ALG8,GO:0005783,cellular_component,endoplasmic reticulum,endoplasmic reticulum
ALG8,A0A7P0T837,ALG8,GO:0005789,cellular_component,endoplasmic reticulum membrane,endoplasmic reticulum membrane
ALG8,A0A7P0T837,ALG8,GO:0016740,molecular_function,transferase activity,transferase activity
ALG8,A0A7P0T837,ALG8,GO:0016757,molecular_function,glycosyltransferase activity,glycosyltransferase activity
ALG8,A0A7P0T837,ALG8,GO:0006486,biological_process,protein glycosylation,protein glycosylation
ALG8,A0A7P0T837,ALG8,GO:0042283,molecular_function,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
ALG8,A0A7P0T837,ALG8,GO:0005515,molecular_function,protein binding,protein binding
ALG8,A0A7P0T837,ALG8,GO:0018279,biological_process,protein N-linked glycosylation via asparagine,protein N-linked glycosylation via asparagine
ALG8,A0A7P0T837,ALG8,GO:0006487,biological_process,protein N-linked glycosylation,protein N-linked glycosylation
ALG8,A0A7P0T837,ALG8,GO:0006490,biological_process,oligosaccharide-lipid intermediate biosynthetic process,oligosaccharide-lipid intermediate biosynthetic process
ALG8,A0A7P0T837,ALG8,GO:0000033,molecular_function,"alpha-1,3-mannosyltransferase activity","alpha-1,3-mannosyltransferase activity"
ALG8,A0A7P0T837,ALG8,GO:0006488,biological_process,dolichol-linked oligosaccharide biosynthetic process,dolichol-linked oligosaccharide biosynthetic process
ALG8,A0A7P0T837,ALG8,GO:0004583,molecular_function,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
ALG8,H0YDV4,ALG8,GO:0016758,molecular_function,hexosyltransferase activity,hexosyltransferase activity
ALG8,H0YDV4,ALG8,GO:0016020,cellular_component,membrane,membrane
ALG8,H0YDV4,ALG8,GO:0005783,cellular_component,endoplasmic reticulum,endoplasmic reticulum
ALG8,H0YDV4,ALG8,GO:0005789,cellular_component,endoplasmic reticulum membrane,endoplasmic reticulum membrane
ALG8,H0YDV4,ALG8,GO:0016740,molecular_function,transferase activity,transferase activity
ALG8,H0YDV4,ALG8,GO:0016757,molecular_function,glycosyltransferase activity,glycosyltransferase activity
ALG8,H0YDV4,ALG8,GO:0006486,biological_process,protein glycosylation,protein glycosylation
ALG8,H0YDV4,ALG8,GO:0042283,molecular_function,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
ALG8,H0YDV4,ALG8,GO:0005515,molecular_function,protein binding,protein binding
ALG8,H0YDV4,ALG8,GO:0018279,biological_process,protein N-linked glycosylation via asparagine,protein N-linked glycosylation via asparagine
ALG8,H0YDV4,ALG8,GO:0006487,biological_process,protein N-linked glycosylation,protein N-linked glycosylation
ALG8,H0YDV4,ALG8,GO:0006490,biological_process,oligosaccharide-lipid intermediate biosynthetic process,oligosaccharide-lipid intermediate biosynthetic process
ALG8,H0YDV4,ALG8,GO:0000033,molecular_function,"alpha-1,3-mannosyltransferase activity","alpha-1,3-mannosyltransferase activity"
ALG8,H0YDV4,ALG8,GO:0006488,biological_process,dolichol-linked oligosaccharide biosynthetic process,dolichol-linked oligosaccharide biosynthetic process
ALG8,H0YDV4,ALG8,GO:0004583,molecular_function,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
ALG8,Q9BVK2,ALG8,GO:0016758,molecular_function,hexosyltransferase activity,hexosyltransferase activity
ALG8,Q9BVK2,ALG8,GO:0016020,cellular_component,membrane,membrane
ALG8,Q9BVK2,ALG8,GO:0005783,cellular_component,endoplasmic reticulum,endoplasmic reticulum
ALG8,Q9BVK2,ALG8,GO:0005789,cellular_component,endoplasmic reticulum membrane,endoplasmic reticulum membrane
ALG8,Q9BVK2,ALG8,GO:0016740,molecular_function,transferase activity,transferase activity
ALG8,Q9BVK2,ALG8,GO:0016757,molecular_function,glycosyltransferase activity,glycosyltransferase activity
ALG8,Q9BVK2,ALG8,GO:0006486,biological_process,protein glycosylation,protein glycosylation
ALG8,Q9BVK2,ALG8,GO:0042283,molecular_function,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
ALG8,Q9BVK2,ALG8,GO:0005515,molecular_function,protein binding,protein binding
ALG8,Q9BVK2,ALG8,GO:0018279,biological_process,protein N-linked glycosylation via asparagine,protein N-linked glycosylation via asparagine
ALG8,Q9BVK2,ALG8,GO:0006487,biological_process,protein N-linked glycosylation,protein N-linked glycosylation
ALG8,Q9BVK2,ALG8,GO:0006490,biological_process,oligosaccharide-lipid intermediate biosynthetic process,oligosaccharide-lipid intermediate biosynthetic process
ALG8,Q9BVK2,ALG8,GO:0000033,molecular_function,"alpha-1,3-mannosyltransferase activity","alpha-1,3-mannosyltransferase activity"
ALG8,Q9BVK2,ALG8,GO:0006488,biological_process,dolichol-linked oligosaccharide biosynthetic process,dolichol-linked oligosaccharide biosynthetic process
ALG8,Q9BVK2,ALG8,GO:0004583,molecular_function,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
ALG8,H0YCV0,ALG8,GO:0016758,molecular_function,hexosyltransferase activity,hexosyltransferase activity
ALG8,H0YCV0,ALG8,GO:0016020,cellular_component,membrane,membrane
ALG8,H0YCV0,ALG8,GO:0005783,cellular_component,endoplasmic reticulum,endoplasmic reticulum
ALG8,H0YCV0,ALG8,GO:0005789,cellular_component,endoplasmic reticulum membrane,endoplasmic reticulum membrane
ALG8,H0YCV0,ALG8,GO:0016740,molecular_function,transferase activity,transferase activity
ALG8,H0YCV0,ALG8,GO:0016757,molecular_function,glycosyltransferase activity,glycosyltransferase activity
ALG8,H0YCV0,ALG8,GO:0006486,biological_process,protein glycosylation,protein glycosylation
ALG8,H0YCV0,ALG8,GO:0042283,molecular_function,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
ALG8,H0YCV0,ALG8,GO:0005515,molecular_function,protein binding,protein binding
ALG8,H0YCV0,ALG8,GO:0018279,biological_process,protein N-linked glycosylation via asparagine,protein N-linked glycosylation via asparagine
ALG8,H0YCV0,ALG8,GO:0006487,biological_process,protein N-linked glycosylation,protein N-linked glycosylation
ALG8,H0YCV0,ALG8,GO:0006490,biological_process,oligosaccharide-lipid intermediate biosynthetic process,oligosaccharide-lipid intermediate biosynthetic process
ALG8,H0YCV0,ALG8,GO:0000033,molecular_function,"alpha-1,3-mannosyltransferase activity","alpha-1,3-mannosyltransferase activity"
ALG8,H0YCV0,ALG8,GO:0006488,biological_process,dolichol-linked oligosaccharide biosynthetic process,dolichol-linked oligosaccharide biosynthetic process
ALG8,H0YCV0,ALG8,GO:0004583,molecular_function,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
ALG8,H0YEE0,ALG8,GO:0016758,molecular_function,hexosyltransferase activity,hexosyltransferase activity
ALG8,H0YEE0,ALG8,GO:0016020,cellular_component,membrane,membrane
ALG8,H0YEE0,ALG8,GO:0005783,cellular_component,endoplasmic reticulum,endoplasmic reticulum
ALG8,H0YEE0,ALG8,GO:0005789,cellular_component,endoplasmic reticulum membrane,endoplasmic reticulum membrane
ALG8,H0YEE0,ALG8,GO:0016740,molecular_function,transferase activity,transferase activity
ALG8,H0YEE0,ALG8,GO:0016757,molecular_function,glycosyltransferase activity,glycosyltransferase activity
ALG8,H0YEE0,ALG8,GO:0006486,biological_process,protein glycosylation,protein glycosylation
ALG8,H0YEE0,ALG8,GO:0042283,molecular_function,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
ALG8,H0YEE0,ALG8,GO:0005515,molecular_function,protein binding,protein binding
ALG8,H0YEE0,ALG8,GO:0018279,biological_process,protein N-linked glycosylation via asparagine,protein N-linked glycosylation via asparagine
ALG8,H0YEE0,ALG8,GO:0006487,biological_process,protein N-linked glycosylation,protein N-linked glycosylation
ALG8,H0YEE0,ALG8,GO:0006490,biological_process,oligosaccharide-lipid intermediate biosynthetic process,oligosaccharide-lipid intermediate biosynthetic process
ALG8,H0YEE0,ALG8,GO:0000033,molecular_function,"alpha-1,3-mannosyltransferase activity","alpha-1,3-mannosyltransferase activity"
ALG8,H0YEE0,ALG8,GO:0006488,biological_process,dolichol-linked oligosaccharide biosynthetic process,dolichol-linked oligosaccharide biosynthetic process
ALG8,H0YEE0,ALG8,GO:0004583,molecular_function,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
ALG8,E9PK79,ALG8,GO:0016758,molecular_function,hexosyltransferase activity,hexosyltransferase activity
ALG8,E9PK79,ALG8,GO:0016020,cellular_component,membrane,membrane
ALG8,E9PK79,ALG8,GO:0005783,cellular_component,endoplasmic reticulum,endoplasmic reticulum
ALG8,E9PK79,ALG8,GO:0005789,cellular_component,endoplasmic reticulum membrane,endoplasmic reticulum membrane
ALG8,E9PK79,ALG8,GO:0016740,molecular_function,transferase activity,transferase activity
ALG8,E9PK79,ALG8,GO:0016757,molecular_function,glycosyltransferase activity,glycosyltransferase activity
ALG8,E9PK79,ALG8,GO:0006486,biological_process,protein glycosylation,protein glycosylation
ALG8,E9PK79,ALG8,GO:0042283,molecular_function,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
ALG8,E9PK79,ALG8,GO:0005515,molecular_function,protein binding,protein binding
ALG8,E9PK79,ALG8,GO:0018279,biological_process,protein N-linked glycosylation via asparagine,protein N-linked glycosylation via asparagine
ALG8,E9PK79,ALG8,GO:0006487,biological_process,protein N-linked glycosylation,protein N-linked glycosylation
ALG8,E9PK79,ALG8,GO:0006490,biological_process,oligosaccharide-lipid intermediate biosynthetic process,oligosaccharide-lipid intermediate biosynthetic process
ALG8,E9PK79,ALG8,GO:0000033,molecular_function,"alpha-1,3-mannosyltransferase activity","alpha-1,3-mannosyltransferase activity"
ALG8,E9PK79,ALG8,GO:0006488,biological_process,dolichol-linked oligosaccharide biosynthetic process,dolichol-linked oligosaccharide biosynthetic process
ALG8,E9PK79,ALG8,GO:0004583,molecular_function,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
ALG8,E9PP96,ALG8,GO:0016758,molecular_function,hexosyltransferase activity,hexosyltransferase activity
ALG8,E9PP96,ALG8,GO:0016020,cellular_component,membrane,membrane
ALG8,E9PP96,ALG8,GO:0005783,cellular_component,endoplasmic reticulum,endoplasmic reticulum
ALG8,E9PP96,ALG8,GO:0005789,cellular_component,endoplasmic reticulum membrane,endoplasmic reticulum membrane
ALG8,E9PP96,ALG8,GO:0016740,molecular_function,transferase activity,transferase activity
ALG8,E9PP96,ALG8,GO:0016757,molecular_function,glycosyltransferase activity,glycosyltransferase activity
ALG8,E9PP96,ALG8,GO:0006486,biological_process,protein glycosylation,protein glycosylation
ALG8,E9PP96,ALG8,GO:0042283,molecular_function,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
ALG8,E9PP96,ALG8,GO:0005515,molecular_function,protein binding,protein binding
ALG8,E9PP96,ALG8,GO:0018279,biological_process,protein N-linked glycosylation via asparagine,protein N-linked glycosylation via asparagine
ALG8,E9PP96,ALG8,GO:0006487,biological_process,protein N-linked glycosylation,protein N-linked glycosylation
ALG8,E9PP96,ALG8,GO:0006490,biological_process,oligosaccharide-lipid intermediate biosynthetic process,oligosaccharide-lipid intermediate biosynthetic process
ALG8,E9PP96,ALG8,GO:0000033,molecular_function,"alpha-1,3-mannosyltransferase activity","alpha-1,3-mannosyltransferase activity"
ALG8,E9PP96,ALG8,GO:0006488,biological_process,dolichol-linked oligosaccharide biosynthetic process,dolichol-linked oligosaccharide biosynthetic process
ALG8,E9PP96,ALG8,GO:0004583,molecular_function,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
ALG8,A0A7P0T8Q8,ALG8,GO:0016758,molecular_function,hexosyltransferase activity,hexosyltransferase activity
ALG8,A0A7P0T8Q8,ALG8,GO:0016020,cellular_component,membrane,membrane
ALG8,A0A7P0T8Q8,ALG8,GO:0005783,cellular_component,endoplasmic reticulum,endoplasmic reticulum
ALG8,A0A7P0T8Q8,ALG8,GO:0005789,cellular_component,endoplasmic reticulum membrane,endoplasmic reticulum membrane
ALG8,A0A7P0T8Q8,ALG8,GO:0016740,molecular_function,transferase activity,transferase activity
ALG8,A0A7P0T8Q8,ALG8,GO:0016757,molecular_function,glycosyltransferase activity,glycosyltransferase activity
ALG8,A0A7P0T8Q8,ALG8,GO:0006486,biological_process,protein glycosylation,protein glycosylation
ALG8,A0A7P0T8Q8,ALG8,GO:0042283,molecular_function,"dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity","dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity"
ALG8,A0A7P0T8Q8,ALG8,GO:0005515,molecular_function,protein binding,protein binding
ALG8,A0A7P0T8Q8,ALG8,GO:0018279,biological_process,protein N-linked glycosylation via asparagine,protein N-linked glycosylation via asparagine
ALG8,A0A7P0T8Q8,ALG8,GO:0006487,biological_process,protein N-linked glycosylation,protein N-linked glycosylation
ALG8,A0A7P0T8Q8,ALG8,GO:0006490,biological_process,oligosaccharide-lipid intermediate biosynthetic process,oligosaccharide-lipid intermediate biosynthetic process
ALG8,A0A7P0T8Q8,ALG8,GO:0000033,molecular_function,"alpha-1,3-mannosyltransferase activity","alpha-1,3-mannosyltransferase activity"
ALG8,A0A7P0T8Q8,ALG8,GO:0006488,biological_process,dolichol-linked oligosaccharide biosynthetic process,dolichol-linked oligosaccharide biosynthetic process
ALG8,A0A7P0T8Q8,ALG8,GO:0004583,molecular_function,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity,dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity
ALG8,E9PNE2,ALG8,GO:0016758,molecular_function,hexosyltransferase activity,hexosyltransferase activity
ALG8,E9PNE2,ALG8,GO:0016020,cellular_component,membrane,membrane
